n_samples,trial,mode,region,rel_err,neg_frac,rel_los,rel_trv,rel_R,rel_z,rel_phi
200,0,LOS,gc15,0.22115695476531982,0.11328125,0.10350002348423004,0.17711490392684937,0.10894371569156647,0.12692835927009583,0.09275476634502411
200,0,LOS+Sun,gc15,0.24485726654529572,0.140625,0.11003176122903824,0.1995069682598114,0.12410689145326614,0.14071543514728546,0.09796950221061707
200,0,LOS+rho,gc15,0.21720293164253235,0.048828125,0.10706621408462524,0.17119798064231873,0.11666735261678696,0.11682382225990295,0.08988359570503235
200,0,LOS+Sun+rho,gc15,0.21239931881427765,0.044921875,0.10287376493215561,0.16955476999282837,0.11043698340654373,0.11757057905197144,0.09074737131595612
200,1,3D,sun4,0.010028953664004803,0.0,0.003286360763013363,0.008952844887971878,0.003293258836492896,0.008877033367753029,0.0011061399709433317
200,1,LOS,sun4,0.05040813237428665,0.0,0.011169022880494595,0.04754382371902466,0.015417363494634628,0.04460803419351578,0.005442479625344276
200,1,LOS+Sun,sun4,0.0567641481757164,0.0,0.01210552267730236,0.053653933107852936,0.013699961826205254,0.05246543139219284,0.004490006249397993
200,1,LOS+rho,sun4,0.042545609176158905,0.0,0.009693792089819908,0.04022374749183655,0.013965544290840626,0.03727398440241814,0.0037390636280179024
200,1,LOS+Sun+rho,sun4,0.052163369953632355,0.0,0.015389610081911087,0.047938842326402664,0.025353718549013138,0.041494738310575485,0.004979982040822506
200,1,3D,sun15,0.20780614018440247,0.09765625,0.1302180290222168,0.13591845333576202,0.130502849817276,0.1097196415066719,0.05266941711306572
200,1,LOS,sun15,0.24139414727687836,0.04296875,0.13210831582546234,0.1730128824710846,0.121461883187294,0.12523025274276733,0.09339259564876556
200,1,LOS+Sun,sun15,0.24296794831752777,0.033203125,0.1362380087375641,0.17120634019374847,0.1188703179359436,0.12721234560012817,0.09521593898534775
200,1,LOS+rho,sun15,0.23034295439720154,0.03125,0.1269635707139969,0.16547062993049622,0.14036378264427185,0.11349601298570633,0.0779913142323494
200,1,LOS+Sun+rho,sun15,0.25129497051239014,0.03515625,0.13754665851593018,0.18194609880447388,0.16750672459602356,0.11626700311899185,0.0796152800321579
200,1,3D,gc15,0.14111247658729553,0.078125,0.06545073539018631,0.11514347791671753,0.06686580926179886,0.0869835838675499,0.057047039270401
